datetime,open,high,low,close,volume,iv,oi,spot,strike
2021-05-10 09:25:00,2292.2,2292.2,2292.2,2292.2,125,0.0,1250,548.1,3500.0
2021-05-10 09:26:00,2292.2,2292.2,2292.2,2292.2,0,0.0,1250,548.1,3500.0
2021-05-10 09:27:00,1789.55,1789.55,1789.55,1789.55,125,0.0,1375,548.75,3500.0
2021-05-10 09:28:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:29:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:30:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:31:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:32:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:33:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:34:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:35:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:36:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:37:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:38:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:39:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:40:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:41:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:42:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:43:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:44:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:45:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:46:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:47:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:48:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:49:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:50:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:51:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:52:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:53:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:54:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:55:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:56:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:57:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:58:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 09:59:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:00:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:01:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:02:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:03:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:04:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:05:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:06:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:07:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:08:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:09:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:10:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:11:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:12:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:13:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:14:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:15:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:16:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:17:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:18:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:19:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:20:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:21:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:22:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:23:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:24:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:25:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:26:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:27:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:28:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:29:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:30:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:31:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:32:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:33:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:34:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:35:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:36:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:37:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:38:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:39:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:40:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:41:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:42:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:43:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:44:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:45:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:46:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:47:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:48:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:49:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:50:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:51:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:52:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:53:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:54:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:55:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:56:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:57:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:58:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 10:59:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:00:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:01:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:02:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:03:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:04:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:05:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:06:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:07:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:08:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:09:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:10:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:11:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:12:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:13:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:14:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:15:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,550.2,3500.0
2021-05-10 11:16:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,550.35,3500.0
2021-05-10 11:17:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:18:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:19:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:20:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:21:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:22:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:23:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:24:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:25:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:26:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:27:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:28:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:29:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:30:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:31:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:32:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:33:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:34:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:35:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:36:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:37:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:38:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:39:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:40:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:41:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:42:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:43:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:44:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:45:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:46:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:47:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:48:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:49:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:50:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:51:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:52:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:53:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:54:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:55:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:56:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:57:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:58:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 11:59:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 12:00:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 12:01:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.15,3500.0
2021-05-10 12:02:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.3,3500.0
2021-05-10 12:03:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 12:04:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 12:05:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 12:06:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 12:07:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 12:08:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
2021-05-10 12:09:00,1789.55,1789.55,1789.55,1789.55,0,0.0,1375,548.75,3500.0
